Dia Semana,Data,Atendimento,Demandante,Atuação,Modelo,Sem OS,Com OS,KM Terrestre,KM Aéreo,Preventiva,Corretiva,Instalacao,Treinamento,Viagem,Cidade,UF,Folga Trabalhada,Papelada,Plantao,Cod. IBGE UF,Cod. IBGE Cidade,Ano,Mes,MesNome
Quarta,28/09/2022,Reciclagem Radioproteção 08:30 online + Fábrica Cláudio + Multímetro Rogério + Remota CDP Suzano,Diego,Trabalhado,HT2000GA,3,1,120,0,0,1,0,0,0,Carapicuíba,SP,0,0,0,35,3510609,2022,9,Setembro
Quinta,29/09/2022,Fábrica Cláudio,Diego,Trabalhado,,1,0,120,0,0,0,0,0,0,Carapicuíba,SP,0,0,0,35,3510609,2022,9,Setembro
Sexta,30/09/2022,"IP Casa Ruth Pistori, Bom Retiro, Itaquera",Paulinele,Trabalhado,HT2000GA,0,3,60,0,0,3,0,0,0,São Paulo,SP,0,0,0,35,3550308,2022,9,Setembro
Sábado,01/10/2022,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2022,10,Outubro
Domingo,02/10/2022,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2022,10,Outubro
Segunda,03/10/2022,SAP Preventiva Mogi 02HT e Suzano 02HT + Curso Aena,Diego,Trabalhado,HT2000GA,1,4,80,0,4,0,0,1,0,Mogi das Cruzes,SP,0,0,0,35,3530607,2022,10,Outubro
Terça,04/10/2022,peças Fábrica + ida RJ Carro + fórum RJ com Leonardo,Diego,Trabalhado,CX5030T,3,0,550,0,0,0,0,0,1,Rio de Janeiro,RJ,0,0,0,33,3304557,2022,10,Outubro
Quarta,05/10/2022,Angra dos reis com Leonardo + Preventiva Fórum Paraty,Diego,Trabalhado,CX6040BI,1,1,260,0,1,0,0,0,1,Angra dos reis,RJ,0,0,0,33,3300100,2022,10,Outubro
Quinta,06/10/2022,Retorno carro SP + SAP Potim P1 e P2 02 HT + Devolução carro,Diego,Trabalhado,HT2000GA,2,2,270,0,2,0,0,0,1,Paraty,RJ,0,0,0,33,3303807,2022,10,Outubro
Sexta,07/10/2022,SJC 01 HT,Diego,Trabalhado,HT2000GA,0,1,170,0,1,0,0,0,0,São José dos Campos,SP,0,0,0,35,3549904,2022,10,Outubro
Sábado,08/10/2022,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2022,10,Outubro
Domingo,09/10/2022,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2022,10,Outubro
Segunda,10/10/2022,Fábrica com Rogério + papelada,Claudio,Trabalhado,,2,0,120,0,0,0,0,0,0,Carapicuíba,SP,0,1,0,35,3510609,2022,10,Outubro
Terça,11/10/2022,Fábrica com Rogério,Claudio,Trabalhado,,1,0,120,0,0,0,0,0,0,Carapicuíba,SP,0,0,0,35,3510609,2022,10,Outubro
Quarta,12/10/2022,Feriado Nossa Senhora + suporte Jean Depen Campo Grande,0,Feriado,PD6500i,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2022,10,Outubro
Quinta,13/10/2022,Folga Banco,0,Folga Banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2022,10,Outubro
Sexta,14/10/2022,Folga Banco + Reunião 09:30 Ranan,0,Folga Banco,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2022,10,Outubro
Sábado,15/10/2022,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2022,10,Outubro
Domingo,16/10/2022,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2022,10,Outubro
Segunda,17/10/2022,solicitação peças Compajaf,Paulinele,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2022,10,Outubro
Terça,18/10/2022,Fábrica com Diego as 08:30 + agendamento treinamento operacional Estância,Diego,Trabalhado,,2,0,120,0,0,0,0,0,0,Carapicuíba,SP,0,0,0,35,3510609,2022,10,Outubro
Quarta,19/10/2022,Cidade 1 e 2 rua boa vista 02 5030 + Retirada peças Fábrica Compajaf,Diego,Trabalhado,CX5030T,1,2,150,0,2,0,0,0,0,Carapicuíba,SP,0,0,0,35,3510609,2022,10,Outubro
Quinta,20/10/2022,Jin e Ybo na fábrica + Troca tubo com prev. Pen. capela do alto 100100TI + acompanhamento testes Jin e Ybo + remota CDP Suzano e Correios Natal + Jin e Ybo em casa,Diego,Trabalhado,CX100100TI,2,4,345,0,1,2,0,0,0,Capela do Alto,SP,0,0,0,35,3510302,2022,10,Outubro
Sexta,21/10/2022,Folga plantão + Remota capela do alto + remota cdp Suzano 2 HT off + remota casa Mongaguá,Diego,Trabalhado,CX100100TI,0,4,0,0,0,4,0,0,0,São Paulo,SP,1,0,0,35,3550308,2022,10,Outubro
Sábado,22/10/2022,Plantão + Casa Mongaguá,Plantão,Trabalhado,HT2000GA,1,1,240,0,0,1,0,0,0,Mongaguá,SP,0,0,1,35,3531100,2022,10,Outubro
Domingo,23/10/2022,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2022,10,Outubro
Segunda,24/10/2022,Vôo ida GRU - AJU - Treinamento operacional e prev. Estância as 14 + Remota Correios Leopoldina,Paulinele,Trabalhado,HT2000GA,1,3,200,1742,1,1,0,1,1,Estância,SE,0,0,0,28,2802106,2022,10,Outubro
Terça,25/10/2022,Prev. Fórum Prof. Rollemberg 01 5030 + Prev. Fórum Olímpio Mendonça 01 5030 + Prev. Fórum Integrados III 01 5030 + Prev. Fórum Gilson Goes 01 5030,Paulinele,Trabalhado,CX5030T,0,4,100,0,4,0,0,0,1,Aracaju,SE,0,0,0,28,2800308,2022,10,Outubro
Quarta,26/10/2022,Prev. Fórum Dês. Ant. Xavier 01 5030 + Prev e Corr. Fórum Gumercindo Bessa 01 6040 + Prev e Corr. cadeia areia branca 01 HT,Paulinele,Trabalhado,CX6040BI,0,5,100,0,3,2,0,0,1,Areia Branca,SE,0,0,0,28,2800506,2022,10,Outubro
Quinta,27/10/2022,Reunião as 08:30 + Prev Fórum Pedro Barreto 01 5030 + prev e corr. Fórum N. Sa. do Socorro 01 5030 + Prev. e Corre. Fóruns integrados IV 01 6040 + Prev. Cadeia Compajaf + Remota Pasta areia Branca,Paulinele,Trabalhado,CX6040BI,1,7,70,0,4,3,0,0,1,Nossa Senhora do Socorro,SE,0,0,0,28,2804805,2022,10,Outubro
Sexta,28/10/2022,Treinamento CT Online + Remota areia Branca,Paulinele,Trabalhado,HT2000GA,1,1,0,0,0,1,0,1,1,Aracaju,SE,0,0,0,28,2800308,2022,10,Outubro
Sábado,29/10/2022,Vôo retorno AJU - GRU + Remota Romão Gomes + Treinamento CT Online,Paulinele,Trabalhado,HT2100DV,1,1,70,1742,0,1,0,1,1,Aracaju,SE,0,0,0,28,2800308,2022,10,Outubro
Domingo,30/10/2022,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2022,10,Outubro
Segunda,31/10/2022,Treinamento CT Online  + Papelada Fábrica + Remota CDP Mogi + alinhamento Diego Pelotas,Diego,Trabalhado,HT2000GA,3,1,0,0,0,1,0,1,0,Carapicuíba,SP,0,1,0,35,3510609,2022,10,Outubro
Terça,01/11/2022,Treinamento CT Online + vôo GRU - NVT + Corretiva Itajaí,Ranan,Trabalhado,FS6000,2,1,90,442,0,1,0,1,1,Itajaí,SC,0,0,0,42,4208203,2022,11,Novembro
Quarta,02/11/2022,Feriado Finados + testes FS Itajaí + vôo retorno NVT - GRU,Ranan,Trabalhado,FS6000,1,1,90,442,0,0,0,0,1,Itajaí,SC,1,0,0,42,4208203,2022,11,Novembro
Quinta,03/11/2022,Prev CDP Mogi 02 HT + CDP Suzano (Alex de GRU já tinha feito) + Treinamento CT Online + Papelada,Diego,Trabalhado,HT2000GA,3,2,80,0,2,0,0,1,0,Mogi das Cruzes,SP,0,1,0,35,3530607,2022,11,Novembro
Sexta,04/11/2022,Prev. Potim 1 e 2 02 HT + Prev SJC 01 HT + treinamento CT Online,Diego,Trabalhado,HT2000GA,1,3,345,0,0,0,0,1,0,Potim,SP,0,0,0,35,3540754,2022,11,Novembro
Sábado,05/11/2022,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2022,11,Novembro
Domingo,06/11/2022,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2022,11,Novembro
Segunda,07/11/2022,Treinamento CT Online  + Treinamentos AENA + Remota Potim 2,Diego,Trabalhado,HT2000GA,2,1,0,0,0,1,0,1,0,São Paulo,SP,0,0,0,35,3550308,2022,11,Novembro
Terça,08/11/2022,Treinamento CT Online + Corretiva P2 Tremembé,Diego,Trabalhado,HT2000GA,1,1,260,0,0,1,0,1,0,Tremembé,SP,0,0,0,35,3554805,2022,11,Novembro
Quarta,09/11/2022,Treinamento CT Online + papelada,Diego,Trabalhado,,1,1,0,0,0,0,0,1,0,São Paulo,SP,0,1,0,35,3550308,2022,11,Novembro
Quinta,10/11/2022,Treinamento CT Online + EPI's escritório,Diego,Trabalhado,,2,0,70,0,0,0,0,1,0,São Paulo,SP,0,0,0,35,3550308,2022,11,Novembro
Sexta,11/11/2022,Treinamento CT Online + vôo ida GRU - MCZ + credenciamento MCZ,Diego,Trabalhado,,3,0,70,1975,0,0,0,1,1,Maceió,AL,0,0,0,27,2704302,2022,11,Novembro
Sábado,12/11/2022,Recebimento Máquinas Aeroporto MCZ,Diego,Trabalhado,CX6040D,1,0,50,0,0,0,1,0,1,Maceió,AL,0,0,0,27,2704302,2022,11,Novembro
Domingo,13/11/2022,Folga,0,Folga,,0,0,0,0,0,0,0,0,1,Maceió,AL,0,0,0,27,2704302,2022,11,Novembro
Segunda,14/11/2022,Instalação internacional MCZ + Treinamento operacional,Diego,Trabalhado,CX6040D,1,1,50,0,0,0,1,1,1,Maceió,AL,0,0,0,27,2704302,2022,11,Novembro
Terça,15/11/2022,Feriado Proclamação da Repiblica + Instalação internacional MCZ + Treinamento operacional,Diego,Trabalhado,CX6040D,1,1,50,0,0,0,1,1,1,Maceió,AL,1,0,0,27,2704302,2022,11,Novembro
Quarta,16/11/2022,Comissionamento internacional MCZ + remota ETD Natal,Diego,Trabalhado,TR2000DC,1,2,50,0,0,1,1,0,1,Maceió,AL,0,0,0,27,2704302,2022,11,Novembro
Quinta,17/11/2022,Instalação novo  Nacional MCZ + remota ETD Natal + prev e 02 corretivas 5030 fórum Maceió,Diego,Trabalhado,CX5030T,0,5,80,0,1,3,1,0,1,Maceió,AL,0,0,0,27,2704302,2022,11,Novembro
Sexta,18/11/2022,Exame médico períodico + continuação instalação novo Nacional MCZ + comissionamento nacional MCZ + troca esteira parte 1,Diego,Trabalhado,CX6040D,3,1,70,0,0,0,1,0,1,Maceió,AL,0,0,0,27,2704302,2022,11,Novembro
Sábado,19/11/2022,Troca esteiras parte 2 + treinamento ETD manhã e tarde + acompanhando embarque internacional,Diego,Trabalhado,TR2000DC,3,0,50,0,0,1,0,1,1,Maceió,AL,0,0,0,27,2704302,2022,11,Novembro
Domingo,20/11/2022,Folga,0,Folga,,0,0,0,0,0,0,0,0,1,Maceió,AL,0,0,0,27,2704302,2022,11,Novembro
Segunda,21/11/2022,Instalação MCZ,Diego,Trabalhado,CX6040D,0,1,50,0,0,0,1,0,1,Maceió,AL,0,0,0,27,2704302,2022,11,Novembro
Terça,22/11/2022,remota ETD Natal + aerop MCZ,Diego,Trabalhado,TR2000DC,0,2,50,0,0,1,1,0,1,Maceió,AL,0,0,0,27,2704302,2022,11,Novembro
Quarta,23/11/2022,reposicionamento MCZ nacional,Diego,Trabalhado,CX6040D,1,1,50,0,0,0,1,0,1,Maceió,AL,0,0,0,27,2704302,2022,11,Novembro
Quinta,24/11/2022,acompanhando obra MCZ,Diego,Trabalhado,CX6040D,1,1,50,0,0,0,1,0,1,Maceió,AL,0,0,0,27,2704302,2022,11,Novembro
Sexta,25/11/2022,instalação as 10 e testes as 14,Diego,Trabalhado,CX6040D,1,1,50,0,0,0,1,0,1,Maceió,AL,0,0,0,27,2704302,2022,11,Novembro
Sábado,26/11/2022,retorno casa MCZ - GRU,Diego,Trabalhado,,1,0,70,1975,0,0,0,0,1,Maceió,AL,0,0,0,27,2704302,2022,11,Novembro
Domingo,27/11/2022,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2022,11,Novembro
Segunda,28/11/2022,Papelada,Bruno,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,1,0,35,3550308,2022,11,Novembro
Terça,29/11/2022,Remota Detronix série portal MCZ internacional + Remota Aerop MCZ + Treinamento CT Online,Diego,Trabalhado,CX6040D,1,2,0,0,0,2,0,1,0,São Paulo,SP,0,0,0,35,3550308,2022,11,Novembro
Quarta,30/11/2022,Treinamento CT Online,Diego,Trabalhado,,1,0,0,0,0,0,0,1,0,São Paulo,SP,0,0,0,35,3550308,2022,11,Novembro
Quinta,01/12/2022,Prev. CDP Suzano 02 HT + Prev CDP Mogi 02 HT + Treinamento CT Online,Diego,Trabalhado,HT2000GA,1,4,80,0,4,0,0,1,0,Mogi das Cruzes,SP,0,0,0,35,3530607,2022,12,Dezembro
Sexta,02/12/2022,Folga Plantão,0,Folga Plantão,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2022,12,Dezembro
Sábado,03/12/2022,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2022,12,Dezembro
Domingo,04/12/2022,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2022,12,Dezembro
Segunda,05/12/2022,Treinamento CT Online,Diego,Trabalhado,,1,0,0,0,0,0,0,1,0,São Paulo,SP,0,0,0,35,3550308,2022,12,Dezembro
Terça,06/12/2022,reunião 08:30+ SAP Potim 1 e 2 02 HT + SAP SJC 01 HT +  FS Santos,Diego,Trabalhado,HT2000GA,1,4,500,0,3,1,0,0,0,Santos,SP,0,0,0,35,3548500,2022,12,Dezembro
Quarta,07/12/2022,Treinamento CT Online + Papelada,Bruno,Trabalhado,,1,0,0,0,0,0,0,1,0,São Paulo,SP,0,1,0,35,3550308,2022,12,Dezembro
Quinta,08/12/2022,Desinstalação SAP P2 Tremembé,Diego,Trabalhado,HT2000GA,0,1,260,0,0,1,0,0,0,Tremembé,SP,0,0,0,35,3554805,2022,12,Dezembro
Sexta,09/12/2022,Treinamento CT Online + remota Aerop MCZ,Diego,Trabalhado,CX6040D,1,1,0,0,0,1,0,1,0,São Paulo,SP,0,0,0,35,3550308,2022,12,Dezembro
Sábado,10/12/2022,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2022,12,Dezembro
Domingo,11/12/2022,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2022,12,Dezembro
Segunda,12/12/2022,Desinstalação CPP Tremembé,Diego,Trabalhado,HT2000GA,0,1,260,0,0,1,0,0,0,Tremembé,SP,0,0,0,35,3554805,2022,12,Dezembro
Terça,13/12/2022,Fábrica Indaiatuba,Diego,Trabalhado,,1,0,280,0,0,0,0,0,0,Indaiatuba,SP,0,0,0,35,3520509,2022,12,Dezembro
Quarta,14/12/2022,Fábrica Carapicuíba + despacho Roberto,Diego,Trabalhado,,2,0,150,0,0,0,0,0,0,Carapicuíba,SP,0,0,0,35,3510609,2022,12,Dezembro
Quinta,15/12/2022,Fábrica Indaiatuba + Treinamento CT,Diego,Trabalhado,,2,0,280,0,0,0,0,1,0,Indaiatuba,SP,0,0,0,35,3520509,2022,12,Dezembro
Sexta,16/12/2022,Fábrica Indaiatuba,Diego,Trabalhado,,1,0,280,0,0,0,0,0,0,Indaiatuba,SP,0,0,0,35,3520509,2022,12,Dezembro
Sábado,17/12/2022,Fábrica Indaiatuba estoque,Diego,Trabalhado,,1,0,280,0,0,0,0,0,0,Indaiatuba,SP,0,0,0,35,3520509,2022,12,Dezembro
Domingo,18/12/2022,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2022,12,Dezembro
Segunda,19/12/2022,vôo ida CGH - FLN + Imbituba,Ranan,Trabalhado,FS6000,2,0,140,489,0,0,0,0,1,Imbituba,SC,0,0,0,42,4207304,2022,12,Dezembro
Terça,20/12/2022,Imbituba,Ranan,Trabalhado,FS6000,1,0,10,0,0,0,0,0,1,Imbituba,SC,0,0,0,42,4207304,2022,12,Dezembro
Quarta,21/12/2022,Limite CT online + Imbituba,Ranan,Trabalhado,FS6000,1,1,10,0,0,1,0,1,1,Imbituba,SC,0,0,0,42,4207304,2022,12,Dezembro
Quinta,22/12/2022,vôo retorno FLN - CGH,Ranan,Trabalhado,,1,0,140,489,0,0,0,0,1,Imbituba,SC,0,0,0,42,4207304,2022,12,Dezembro
Sexta,23/12/2022,Folga Plantão,0,Folga Plantão,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2022,12,Dezembro
Sábado,24/12/2022,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2022,12,Dezembro
Domingo,25/12/2022,Plantão + Feriado Natal,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2022,12,Dezembro
Segunda,26/12/2022,Corretiva FS Santos,Ranan,Trabalhado,FS6000,0,1,180,0,0,1,0,0,0,Santos,SP,0,0,0,35,3548500,2022,12,Dezembro
Terça,27/12/2022,Desinstalação Feminina Santana com alex guarulhos,Diego,Trabalhado,HT2000GA,1,0,90,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2022,12,Dezembro
Quarta,28/12/2022,papelada escritorio + Câmera fábrica Indaiatuba + procurar soquete sensor massa,Ranan,Trabalhado,,3,0,280,0,0,0,0,0,0,Indaiatuba,SP,0,1,0,35,3520509,2022,12,Dezembro
Quinta,29/12/2022,Despacho camera walter,Ranan,Trabalhado,,1,0,100,0,0,0,0,0,0,Guarulhos,SP,0,0,0,35,3518800,2022,12,Dezembro
Sexta,30/12/2022,Alinhamento folgas banco com Tuanny + corretiva penitenciária Adriano Marrey,Diego,Trabalhado,HT2000GA,1,1,100,0,0,1,0,0,0,Guarulhos,SP,0,0,0,35,3518800,2022,12,Dezembro
Sábado,31/12/2022,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2022,12,Dezembro
Domingo,01/01/2023,Ano novo,0,Feriado,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,1,Janeiro
Segunda,02/01/2023,Folga Banco,0,Folga Banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,1,Janeiro
Terça,03/01/2023,Folga Banco,0,Folga Banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,1,Janeiro
Quarta,04/01/2023,Folga Banco,0,Folga Banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,1,Janeiro
Quinta,05/01/2023,Folga Banco,0,Folga Banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,1,Janeiro
Sexta,06/01/2023,Folga Banco,0,Folga Banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,1,Janeiro
sábado,07/01/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,1,Janeiro
Domingo,08/01/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,1,Janeiro
Segunda,09/01/2023,Folga Banco,0,Folga Banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,1,Janeiro
Terça,10/01/2023,Folga Banco,0,Folga Banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,1,Janeiro
Quarta,11/01/2023,Folga Banco,0,Folga Banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,1,Janeiro
Quinta,12/01/2023,Folga Banco,0,Folga Banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,1,Janeiro
Sexta,13/01/2023,Folga Banco,0,Folga Banco,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,1,Janeiro
sábado,14/01/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,1,Janeiro
Domingo,15/01/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,1,Janeiro
Segunda,16/01/2023,Remota Compajaf + alinhamento GRU Kylin,Paulinele,Trabalhado,HT2000GA,1,1,0,0,0,1,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,1,Janeiro
Terça,17/01/2023,Credencial + Desmontagem Kylin,Paulinele,Trabalhado,Kylin,2,0,100,0,0,0,0,0,0,Guarulhos,SP,0,0,0,35,3518800,2023,1,Janeiro
Quarta,18/01/2023,Desmontagem Kylin,Paulinele,Trabalhado,Kylin,1,0,100,0,0,0,0,0,0,Guarulhos,SP,0,0,0,35,3518800,2023,1,Janeiro
Quinta,19/01/2023,Remota Compajaf,Diego,Trabalhado,HT2000GA,0,1,0,0,0,1,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,1,Janeiro
Sexta,20/01/2023,Folga Plantão,0,Folga Plantão,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,1,Janeiro
sábado,21/01/2023,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2023,1,Janeiro
Domingo,22/01/2023,Plantão,Plantão,Trabalhado,,1,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,1,35,3550308,2023,1,Janeiro
Segunda,23/01/2023,Desmobilização e preventiva CPP Hortolândia + Desmobilização Kylin e MW1000 GRU,Diego,Trabalhado,MW1000,0,4,310,0,1,3,0,0,0,Hortolândia,SP,0,0,0,35,3519071,2023,1,Janeiro
Terça,24/01/2023,Treinamento FS Ranan,Ranan,Trabalhado,FS6000,1,0,0,0,0,0,0,1,0,Santos,SP,0,0,0,35,3548500,2023,1,Janeiro
Quarta,25/01/2023,Fábrica as 09:00,Diego,Trabalhado,,1,0,280,0,0,0,0,0,0,Indaiatuba,SP,0,0,0,35,3520509,2023,1,Janeiro
Quinta,26/01/2023,Fábrica as 09:00,Diego,Trabalhado,,1,0,280,0,0,0,0,0,0,Indaiatuba,SP,0,0,0,35,3520509,2023,1,Janeiro
Sexta,27/01/2023,Desmobilização Penitenciária Joaquim Sylos Cintra 02 HT com preventiva,Diego,Trabalhado,HT2000GA,0,4,520,0,2,2,0,0,0,Casa Branca,SP,0,0,0,35,3510807,2023,1,Janeiro
sábado,28/01/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,1,Janeiro
Domingo,29/01/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,1,Janeiro
Segunda,30/01/2023,Alinhamento MCZ com cliente + remota TR1000QC Natal,Diego,Trabalhado,TR1000QC,1,1,0,0,0,1,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,1,Janeiro
Terça,31/01/2023,Vôo VCP - BSB - MCZ,Diego,Trabalhado,,1,0,280,2040,0,0,0,0,1,Maceió,AL,0,0,0,27,2704302,2023,1,Janeiro
Quarta,01/02/2023,Instalação Ax5000 Maceió as 09:00 + credenciamento,Diego,Trabalhado,AX5000,2,0,50,0,0,0,1,0,1,Maceió,AL,0,0,0,27,2704302,2023,2,Fevereiro
Quinta,02/02/2023,Feriado Indaiatuba + Papelada Correios + Banco Brasil Jin + Credenciamento MCZ + Instalação MCZ,Diego,Trabalhado,AX5000,4,0,60,0,0,0,1,0,1,Maceió,AL,1,1,0,27,2704302,2023,2,Fevereiro
Sexta,03/02/2023,Instalação MCZ,Diego,Trabalhado,AX5000,1,0,50,0,0,0,1,0,1,Maceió,AL,0,0,0,27,2704302,2023,2,Fevereiro
Sábado,04/02/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,1,Maceió,AL,0,0,0,27,2704302,2023,2,Fevereiro
Domingo,05/02/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,1,Maceió,AL,0,0,0,27,2704302,2023,2,Fevereiro
Segunda,06/02/2023,MCZ + vôo MCZ - REC - NAT,Diego,Trabalhado,,2,0,50,560,0,0,1,0,1,Maceió,AL,0,0,0,27,2704302,2023,2,Fevereiro
Terça,07/02/2023,Corr. ETD aerop Natal + preventiva TJRN,Diego,Trabalhado,TR2000DC,0,2,50,0,1,1,0,0,1,Maceió,AL,0,0,0,27,2704302,2023,2,Fevereiro
Quarta,08/02/2023,Corr. ETD Aerop Natal,Diego,Trabalhado,TR2000DC,1,0,50,0,0,0,0,0,1,Maceió,AL,0,0,0,27,2704302,2023,2,Fevereiro
Quinta,09/02/2023,vôo NAT - REC - MCZ,Diego,Trabalhado,,1,0,50,560,0,0,0,0,1,Maceió,AL,0,0,0,27,2704302,2023,2,Fevereiro
Sexta,10/02/2023,Aeroporto Maceió instalação 100100D BHS,Diego,Trabalhado,CX100100D,1,0,50,0,0,0,1,0,1,Maceió,AL,0,0,0,27,2704302,2023,2,Fevereiro
Sábado,11/02/2023,Cadeia segurança máxima de Maceió  instalação 01 CX6040BI e 01 HT2000GA,Diego,Trabalhado,CX6040BI,0,2,40,0,0,0,1,0,1,Maceió,AL,1,0,0,27,2704302,2023,2,Fevereiro
Domingo,12/02/2023,Cadeia segurança máxima de Maceió  instalação 01 CX6040BI e 01 HT2000GA,Diego,Trabalhado,HT2000GA,2,0,40,0,0,0,1,0,1,Maceió,AL,1,0,0,27,2704302,2023,2,Fevereiro
Segunda,13/02/2023,Aeroporto Maceió + docs cadeia Maceió,Diego,Trabalhado,HT2000GA,2,0,60,0,0,0,1,0,1,Maceió,AL,0,0,0,27,2704302,2023,2,Fevereiro
Terça,14/02/2023,Aeroporto Maceió + treinamento HT cadeia Maceió,Diego,Trabalhado,HT2000GA,2,0,60,0,0,0,0,1,1,Maceió,AL,0,0,0,27,2704302,2023,2,Fevereiro
Quarta,15/02/2023,Aeroporto Maceió + treinamento HT cadeia Maceió + troca hotel,Diego,Trabalhado,HT2000GA,3,0,70,0,0,0,0,1,1,Maceió,AL,0,0,0,27,2704302,2023,2,Fevereiro
Quinta,16/02/2023,Aeroporto Maceió,Diego,Trabalhado,CX6040D,1,0,50,0,0,0,1,0,1,Maceió,AL,0,0,0,27,2704302,2023,2,Fevereiro
Sexta,17/02/2023,Aeroporto Maceió,Diego,Trabalhado,CX6040D,1,0,50,0,0,0,1,0,1,Maceió,AL,0,0,0,27,2704302,2023,2,Fevereiro
Sábado,18/02/2023,vôo retorno MCZ - CFN - GRU,Diego,Trabalhado,,1,0,70,2096,0,0,0,0,1,Maceió,AL,0,0,0,27,2704302,2023,2,Fevereiro
Domingo,19/02/2023,Folga,0,Folga,,0,0,0,0,0,0,0,0,0,São Paulo,SP,0,0,0,35,3550308,2023,2,Fevereiro
